,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA
8631,LUIZABEL SILVA PEREIRA BISPO,CANTORA LUZZA BISPO,FEIRA DE SANTANA,PL,SUPLENTE,32,0.0,0.0
8632,HILCA MAIARA FERREIRA ANDRADE,HILCA MAIARA DA RIFA,JEQUIÉ,PODE,SUPLENTE,32,0.0,0.0
8633,JOSELITO LIMA FRANZMANN,JÔ LIMA,ILHÉUS,PSD,SUPLENTE,32,0.0,282.5
8634,ERONDINA MARIA DOS SANTOS,ERONDINA DO LIGEIRINHO,CAMAÇARI,PMN,NÃO ELEITO,32,0.0,0.0
8635,MARGARETE DA SILVA CAVALCANTE,MARGARETE,SÃO DESIDÉRIO,DEM,SUPLENTE,32,0.0,641.0
8636,ALINE DOS SANTOS,ALINE AGENTE DA SAÚDE,ENTRE RIOS,PL,NÃO ELEITO,32,0.0,0.0
8637,ALEXSANDRO SOUZA DOS SANTOS,ALEX RIQUINHO,SALVADOR,PTB,SUPLENTE,32,0.0,0.0
8638,VALDIVIO BARBOSA ROCHA FILHO,VALDIVIO BARBOSA,ANAGÉ,PDT,NÃO ELEITO,32,0.0,0.0
8639,JUAREZ DANTAS,JUÁ,ENTRE RIOS,REPUBLICANOS,NÃO ELEITO,32,0.0,0.0
8640,MARIA DE FATIMA DE ANDRADE REGIS,FAFÁ DO MATÃO,CONDE,DEM,SUPLENTE,32,0.0,0.0
8641,WASHINGTON MENEZES DOS SANTOS,BINHO SABOTAGEM DA AMBULANCIA,CIPÓ,PDT,SUPLENTE,32,0.0,0.0
8642,PAMELA RODRIGUES VASCONCELOS,PAMELA VASCONCELOS,BELMONTE,PSD,SUPLENTE,32,0.0,0.0
8643,LUIZ AUGUSTO OLIVEIRA DOS SANTOS,CAMARÃO PUBLICIDADE,IRECÊ,PSD,SUPLENTE,32,0.0,1000.0
8644,WALASSY AMORIM DE JESUS,WALASSY AMORIM,ILHÉUS,PSDB,SUPLENTE,32,0.0,0.0
8645,JOSÉ LEVI DE MAGALHÃES,LÉO MOTOTÁXI,IRECÊ,AVANTE,SUPLENTE,32,0.0,0.0
8646,MARIA DO SOCORRO SEVERINO RAMOS SANTOS,MARIA DO SOCORRO,ITAMARAJU,PL,NÃO ELEITO,32,0.0,0.0
8647,RAFAEL SERRA DA ROCHA,RAFAEL ROCHA,ITABUNA,CIDADANIA,SUPLENTE,32,0.0,494.0
8648,VANDERLEY ALMEIDA EVANGELISTA,VANDERLEY PINTOR,CASA NOVA,PSD,SUPLENTE,32,0.0,0.0
8649,MARIZETE GARCIA DOS SANTOS,MARY DE ITAPICIRICA,ITANAGRA,PROS,SUPLENTE,32,0.0,0.0
8650,JACKSON DA SILVA SANTOS,JACKSON DA JZ,ÁGUA FRIA,PP,NÃO ELEITO,32,0.0,0.0
8651,ERICA MARISE GOMES DA SILVA,ERICA MARISE,CANDEIAS,PP,SUPLENTE,32,0.0,145.0
8652,JOÃO DE CASTRO SOUZA,DÃO DO CARRO DE SOM,CASA NOVA,PODE,SUPLENTE,32,0.0,0.0
8653,SINEVALDO LIMA SILVA,TETINHA DO AIMPIM,SIMÕES FILHO,PT,NÃO ELEITO,32,0.0,0.0
8654,ENILSON ALVES DE SOUZA,ALEMÃO DE NOVA ALEGRIA,ITAMARAJU,PSDB,SUPLENTE,32,0.0,1000.0
8655,ELIANA DO NASCIMENTO MARINHO,ELIANA NASCIMENTO,SANTA CRUZ CABRÁLIA,PSC,SUPLENTE,32,0.0,400.9
8656,MARCOS VILAS BOAS SANTOS,MARQUINHO DO PL,JACOBINA,PL,NÃO ELEITO,32,0.0,582.0
8657,ERICA DA SILVA LIMA,ERICA DE MARCIO DO GÁS,SERRINHA,PODE,NÃO ELEITO,32,0.0,0.0
8658,ALTAIZA ARAUJO NASCIMENTO,ALTAIZA,LAMARÃO,PT,SUPLENTE,32,0.0,500.0
8659,ANTONIO CARLOS DA CONCEIÇÃO SOUZA,TONINHO SOUZA,SENHOR DO BONFIM,PSOL,NÃO ELEITO,32,0.0,601.78
8660,MARIA DA GLORIA ACACIO SILVA,MARIA DA GLORIA,VEREDA,PP,SUPLENTE,32,0.0,0.0
8661,JOSE ANTONIO FREIRE SANTOS,NINO DA ASSOCIAÇÃO,ITAPARICA,PT,SUPLENTE,32,0.0,0.0
8662,THIAGO TORRES BEZERRA,THIAGO XUXA,LAURO DE FREITAS,PSD,SUPLENTE,32,0.0,1329.5
8663,SINEIDE DOS SANTOS FLORIANO,NEIDE MANICURE,GANDU,PDT,SUPLENTE,32,0.0,0.0
8664,ARLETE JULIANE DA SILVA,ARLETE JULIANE,PAULO AFONSO,PSOL,NÃO ELEITO,32,0.0,835.0
8665,JOSE DE SOUZA FIALHO,ZÉ DE CHICO,MORTUGABA,PT,SUPLENTE,32,0.0,0.0
8666,OSVALDO MARTINS DE MOURA,OSVALDO MOURA,SALVADOR,AVANTE,SUPLENTE,32,0.0,8578.36
8667,MARIA DE FÁTIMA DA SILVA DO É,RAONI,JUAZEIRO,DEM,NÃO ELEITO,32,0.0,88.89
8668,JOCIENE OLIVEIRA DE SOUZA,JACY DA MANGABA,CAMAÇARI,PP,SUPLENTE,32,0.0,470.0
8669,MARIA CRISTINA DA CONCEIÇAO,MARIA  CRISTINA,INHAMBUPE,MDB,SUPLENTE,32,0.0,1015.0
8670,VALDETE DIAS MAGALHÃES,DETÃO,SÍTIO DO MATO,PSD,SUPLENTE,32,0.0,0.0
8671,FLORIANO DOS SANTOS JUNIOR,DARLEY,ALAGOINHAS,DC,NÃO ELEITO,32,0.0,0.0
8672,PAULO ALCIDES MOUTINHO DE SOUSA,PASTOR PAULO,LUÍS EDUARDO MAGALHÃES,PV,NÃO ELEITO,32,0.0,95.0
8673,JUNIOR FERREIRA SOARES,JUNINHO DE MARISTELA,CARAVELAS,DEM,SUPLENTE,32,0.0,261.5
8674,GENIVALDO SOUSA VIEIRA,GG DO ENTROCAMENTO,ENCRUZILHADA,PDT,SUPLENTE,32,0.0,620.0
8675,OZIEL LOURENCO DA PAZ,OZIEL DA PAZ,LUÍS EDUARDO MAGALHÃES,PV,NÃO ELEITO,32,0.0,95.0
8676,RENATO ROSA DA PAZ,RENATO ROSA,ARATUÍPE,PT,SUPLENTE,32,0.0,2030.0
8677,GILMAR SANTOS DO CARMO,GILMAR DO SOFÁ,AURELINO LEAL,PSD,SUPLENTE,32,0.0,500.0
8678,EVANIU DIAS MACEDO,GALEGO DA FARINHA,IAÇU,PSD,SUPLENTE,32,0.0,0.0
8679,LUCINEIDE LACERDA DA SILVA DE SOUZA,NEIDE LACERDA,VITÓRIA DA CONQUISTA,PATRIOTA,NÃO ELEITO,32,0.0,900.0
8680,LAILSON SANTOS PIRES,LAILSON PIRES,ITAQUARA,PP,SUPLENTE,32,0.0,700.0
8681,EDNA CARVALHO MARQUES,EDNA DINHA,URANDI,PSD,SUPLENTE,32,0.0,393.15999999999997
8682,MARCOS RENILSON DA SILVA DE JESUS,MARCOS MOTO TAXI,SERRINHA,REPUBLICANOS,NÃO ELEITO,32,0.0,0.0
8683,MARILEIDE FERREIRA MARQUES DE JESUS,MARILEIDE DO SINDICATO,PEDRÃO,PC do B,SUPLENTE,32,0.0,0.0
8684,FRANCISCO DOMINGOS DA SILVA,CHICO QUATRO RODAS,LUÍS EDUARDO MAGALHÃES,MDB,NÃO ELEITO,32,0.0,1436.95
8685,RAYGRAÇA PORTO DA SILVA,RAYGRAÇA DA URBIS,SERRINHA,PODE,NÃO ELEITO,32,0.0,0.0
8686,ERIVAN PIMENTEL DE OLIVEIRA,OLIVEIRA,LUÍS EDUARDO MAGALHÃES,PT,NÃO ELEITO,32,0.0,1128.47
8687,MARILEIDE ALVES PEREIRA,TIA BONECA,PAULO AFONSO,PV,NÃO ELEITO,32,0.0,3435.0
8688,ROBERTO LIBERATO DE JESUS,BETO PEDREIRO,MUNIZ FERREIRA,PC do B,SUPLENTE,32,0.0,120.0
8689,CLERISTON LOPES MASCARENHAS SILVA,NENZINHO DO PARAÍSO,JACOBINA,PC do B,SUPLENTE,32,0.0,820.33
8690,JOSUE DA CRUZ,JOSUE,SAUBARA,PSD,SUPLENTE,32,0.0,0.0
8691,AJOANE BARBOSA DO AMARAL,JHONY DO CACHORRO QUENTE,PAULO AFONSO,REPUBLICANOS,NÃO ELEITO,32,0.0,620.0
8692,LIGIANE BRANDÃO PORTUGAL,GORDINHA DE NAMBÚ,CORAÇÃO DE MARIA,CIDADANIA,SUPLENTE,32,0.0,0.0
8693,MIRELLA MARLA DE JESUS BONFIM,JHOW QUEVARA,NAZARÉ,PSD,SUPLENTE,32,0.0,185.0
8694,TIAGO AMORIM SANTOS,TIAGO AMORIM,ANAGÉ,SOLIDARIEDADE,NÃO ELEITO,32,0.0,0.0
8695,RECIMIA BRAGA DA SILVA,RECIMIA BRAGA,MARCIONÍLIO SOUZA,PP,SUPLENTE,32,0.0,450.0
8696,LICIA MARIA DE OLIVEIRA,LICIA OLIVEIRA,SALVADOR,PP,NÃO ELEITO,32,0.0,1000.0
8697,SOLANGE OLIVEIRA BRASIL SILVA,SOLANGE BRASIL,PAU BRASIL,PSC,SUPLENTE,32,0.0,0.0
8698,ELISSANDRO ANDRADE DOS SANTOS,LÉO DA COLÔNIA,UNA,PC do B,NÃO ELEITO,32,0.0,48.5
8699,FRANCISCO DE SÁ GALVÃO NETO,CHICO DA RIFA,ITIRUÇU,PSB,SUPLENTE,32,0.0,0.0
8700,SANDOVAL PRAXEDES REZENDE JUNIOR,SANDOVAL PRAXEDES,FEIRA DE SANTANA,PT,SUPLENTE,32,0.0,0.0
8701,CRISPIM JESUS DE OLIVEIRA,CRISPIM,BONITO,PL,SUPLENTE,32,0.0,400.0
8702,WILDENI COSTA OLIVEIRA,WILDENI DA OFICINA,UNA,PSOL,NÃO ELEITO,32,0.0,375.26
8703,LUCIENE CARVALHO,LUCIENE CARVALHO,VALENTE,DEM,SUPLENTE,32,0.0,0.0
8704,MARIO SILVA PEREIRA,MARIO DO CEDRO,GANDU,PC do B,NÃO ELEITO,32,0.0,149.0
8705,ARI LUCIANO CARDOSO COSTA,ARI LUCIANO,POÇÕES,PL,SUPLENTE,32,0.0,0.0
8706,AGOSTINHO MARINHO DOS SANTOS,AGOSTINHO,JEQUIÉ,PP,SUPLENTE,32,0.0,0.0
8707,DANIEL DANTAS DA SILVA FILHO,GASPAR,ÁGUA FRIA,REPUBLICANOS,NÃO ELEITO,32,0.0,445.0
8708,JOSÉ ALDO SOUZA SANTOS,JOSE ALDO SANTOS,EUNÁPOLIS,PATRIOTA,NÃO ELEITO,32,0.0,0.0
8709,BRUNA QUEDIMA DOS SANTOS SANTANA,BRUNA QUÉDIMA,JOÃO DOURADO,PC do B,SUPLENTE,32,0.0,1000.0
8710,UBALDINO SILVA SANTANA,UBALDINO,ITAPETINGA,PT,SUPLENTE,32,0.0,950.0
8711,CLAUDIONOR CERQUEIRA DOS SANTOS,PROF NOCA,TERRA NOVA,PTC,SUPLENTE,32,0.0,0.0
8712,CARLOS HENRIQUE DE SANTANA,SARGENTO HENRIQUE,UBAITABA,PDT,SUPLENTE,32,0.0,1180.0
8713,MAISA SOARES DA CRUZ,MAISA MAMAI,LAURO DE FREITAS,PSC,SUPLENTE,32,0.0,140.0
8714,ALMIRO ALVES PORTO,ALMIRO ALVES,TEIXEIRA DE FREITAS,REPUBLICANOS,NÃO ELEITO,32,0.0,585.0
8715,JOSEMIR DOS SANTOS SILVESTRE,JOSEMIR,SÃO FRANCISCO DO CONDE,PSDB,NÃO ELEITO,32,0.0,0.0
8716,JURASELMA SANTOS LIMA SANTANA,SELMA DO RANCHINHO,RIACHÃO DO JACUÍPE,PDT,SUPLENTE,32,0.0,325.0
8717,PAULO SOARES BRANDÃO FILHO,PAULO DO SIRIEMA,PAULO AFONSO,REPUBLICANOS,NÃO ELEITO,32,0.0,620.0
8718,IRAN SANTOS DA CRUZ,IRAN DE CAETANO,UNA,DEM,SUPLENTE,32,0.0,351.39
8719,ALOISIO DOS SANTOS,ALOISIO DE SÃO ROQUE,MARAGOGIPE,PODE,SUPLENTE,32,0.0,0.0
8720,GLEDSON SENA DE ARAUJO,GUEL,SOBRADINHO,PDT,SUPLENTE,32,0.0,0.0
8721,ISIS LIMA DE OLIVEIRA,DRA ISIS LIMA,ILHÉUS,PTB,SUPLENTE,32,0.0,0.0
8722,THAIS RODRIGUES DE JESUS TOSTA,THAIS,CACHOEIRA,PSD,SUPLENTE,32,0.0,1000.0
8723,LEONICE ALVES COSTA,FENIX,CRUZ DAS ALMAS,MDB,SUPLENTE,32,0.0,0.0
8724,MESSIAS SILVA SANTOS,MESSIAS SILVA,SENHOR DO BONFIM,PSOL,NÃO ELEITO,32,0.0,601.77
8725,ROGERIO LOURENCO DOREA SANTOS,ROGERIO CAROCO,CACHOEIRA,PSDB,SUPLENTE,31,0.0,0.0
8726,UILSON CARVALHO CERQUEIRA,BENÇA MOTO TAXI,ÁGUA FRIA,REPUBLICANOS,NÃO ELEITO,31,0.0,455.1
8727,REINAN DA SILVA SANTOS,REINAN,ILHÉUS,DC,NÃO ELEITO,31,0.0,0.0
8728,FERNANDA DA SILVA PEREIRA,FERNANDA DE DERMI,AMÉRICA DOURADA,PSDB,SUPLENTE,31,0.0,0.0
8729,MIGUEL NUNES PACHECO,GUEL PACHECO,BARRA DO MENDES,PSB,SUPLENTE,31,0.0,0.0
8730,JOANA CLAUDIA BASTOS QUEIROZ DE SOUZA,JOANA QUEIROZ,IRAMAIA,DEM,NÃO ELEITO,31,0.0,610.0
8731,FLORISVALDO RODRIGUES PEREIRA,FLORISVALDO RODRIGUES,CAMAÇARI,PTC,NÃO ELEITO,31,0.0,0.0
8732,LUCILAINDE GRAÇA DE OLIVEIRA,LANE DO POV UNHA DE GATO,OLIVEIRA DOS BREJINHOS,PSD,SUPLENTE,31,0.0,935.4
8733,IRACEMA ARAUJO DE SOUZA,IRACEMA,TAPEROÁ,PROS,NÃO ELEITO,31,0.0,0.0
8734,MARILEIDE DA CRUZ NASCIMENTO,LEU,TERRA NOVA,PSD,SUPLENTE,31,0.0,0.0
8735,DAMIAO PEREIRA DA SILVA,DAMIÃO,ÁGUA FRIA,PL,SUPLENTE,31,0.0,0.0
8736,CRISTIANO ALVES DA GAMA,CRISTIANO GAMA,LUÍS EDUARDO MAGALHÃES,PSC,SUPLENTE,31,0.0,772.45
8737,JOSELITO FELIX DE ARAUJO,BEM JOHSOM,CANDEIAS,SOLIDARIEDADE,SUPLENTE,31,0.0,415.25
8738,FABIANA SANTANA,PR. FABIANA,CAMAÇARI,PV,NÃO ELEITO,31,0.0,0.0
8739,EDVAN CASTRO DA CRUZ,VANZINHO O FAVELA,SALINAS DA MARGARIDA,PL,SUPLENTE,31,0.0,0.0
8740,IVANÊ SILVA DOS SANTOS,APOSTOLO IVAN,MILAGRES,PC do B,SUPLENTE,31,0.0,336.0
8741,CARLOS ALBERTO BACELAR DOS SANTOS,BACELAR,TEIXEIRA DE FREITAS,PROS,NÃO ELEITO,31,0.0,2021.5
8742,VANESSA CARVALHO VALENCA ALVES,VANESSA,CAMAÇARI,PSD,NÃO ELEITO,31,0.0,545.0
8743,VALDIR ALMEIDA MOTA,JEQUIÉ,ITAPETINGA,PDT,SUPLENTE,31,0.0,1165.0
8744,GOELMA OZENI DE SOUZA,GOELMA,ANDORINHA,PC do B,NÃO ELEITO,31,0.0,1317.5
8745,GILDASIO DOS SANTOS,GILDASIO DA SAUDE,ANGICAL,PP,SUPLENTE,31,0.0,2045.5
8746,LEONELSON ALVES BRITO,LÉOZINHO,MUCURI,PROS,SUPLENTE,31,0.0,750.0
8747,LEANDRO FREIRE RIBEIRO,LEO FREIRE,FEIRA DE SANTANA,PATRIOTA,SUPLENTE,31,0.0,0.0
8748,SEBASTIÃO BATISTA NOVAIS,TIÃO ÁRBITRO,ITAMBÉ,CIDADANIA,SUPLENTE,31,0.0,800.0
8749,SÉRGIO DOS SANTOS FARIAS,SÉRGIO DA LAGOA DA VOLTA,PRESIDENTE JÂNIO QUADROS,PSC,NÃO ELEITO,31,0.0,0.0
8750,JUCINEIDE CAETANA DE SOUZA,JÚ SOUZA,OLIVEIRA DOS BREJINHOS,PSD,SUPLENTE,31,0.0,1495.4
8751,FRANQUILANDIA MARIA DA SILVA,FRANQUILÂNDIA,SOBRADINHO,CIDADANIA,NÃO ELEITO,31,0.0,0.0
8752,CASSIO QUEIROZ CAVALCANTE,CASSIO DA VIDRAÇARIA,CRUZ DAS ALMAS,DEM,SUPLENTE,31,0.0,0.0
8753,ROMILDO MASCARENHAS DAS NEVES,NENEM,CACHOEIRA,PP,SUPLENTE,31,0.0,1545.0
8754,CLEONILDES ALVES SILVA ARAUJO,NEGUINHA DE PINDORAMA,PORTO SEGURO,PTC,NÃO ELEITO,31,0.0,539.0
8755,ANA MARIA DO NASCIMENTO,ANINHA DE GERMANO,JUAZEIRO,PSL,NÃO ELEITO,31,0.0,0.0
8756,JOILSON DOS SANTOS DOS SANTOS,BIZUNGA,PRESIDENTE TANCREDO NEVES,REPUBLICANOS,SUPLENTE,31,0.0,190.0
8757,NILTON LOPES DOS SANTOS,BÓ,CONDE,PSDB,NÃO ELEITO,31,0.0,0.0
8758,ANA CRISTINA DO CARMO DOS SANTOS,CRISTINA DOS SANTOS,MARAGOGIPE,PC do B,NÃO ELEITO,31,0.0,754.26
8759,ERINALDO DA SILVA RODRIGUES,NALDO DO OVO,SERRINHA,PT,SUPLENTE,31,0.0,0.0
8760,DIÊGO VIANA DE OLIVEIRA,DIEGO VIANA,ITUBERÁ,PP,SUPLENTE,31,0.0,160.0
8761,LEANDRO DE JESUS OLIVEIRA,LEANDRO OLIVEIRA,FEIRA DE SANTANA,PP,NÃO ELEITO,31,0.0,0.0
8762,EVANDRO BOMFIM DOS ANJOS JUNIOR,EVANDRO PATRIOTA,JEQUIÉ,PATRIOTA,NÃO ELEITO,31,0.0,0.0
8763,EDMILSON COSME MESQUITA DOS SANTOS,EDMILSON MESQUITA,SÃO SEBASTIÃO DO PASSÉ,PSD,SUPLENTE,31,0.0,0.0
8764,JOÃO SANTOS REIS,JOÃO REIS,ITABUNA,PODE,NÃO ELEITO,31,0.0,227.5
8765,LETICIA THEODORIO CAMPOS,LETICIA THEODORIO,PAULO AFONSO,PSD,SUPLENTE,31,0.0,1340.0
8766,MARCOS TADEU FERREIRA,MARCOS ENFERMEIRO,ITARANTIM,AVANTE,NÃO ELEITO,31,0.0,150.0
8767,ALEXSANDRA OLIVEIRA CONCEIÇÃO,SANDRA DE GERMI,ITAPARICA,PT,SUPLENTE,31,0.0,0.0
8768,ALMIR DA PAIXAO PEREIRA,ALMIR DO ESPORTE ,DÁRIO MEIRA,REPUBLICANOS,SUPLENTE,31,0.0,0.0
8769,ALEXANDRA FARIAS MATOS,ALEXANDRA,CAMAÇARI,PSL,SUPLENTE,31,0.0,4466.13
8770,MARCIA DE OLIVEIRA ROCHA,MARCIA DE RICARDO,CABACEIRAS DO PARAGUAÇU,MDB,SUPLENTE,31,0.0,0.0
8771,EDIVALDO PEREIRA DA SILVA,EDIVALDO TUK TUK HUMORIZADO,PAULO AFONSO,REPUBLICANOS,NÃO ELEITO,31,0.0,620.0
8772,BRUNO LEAL HOHLENWERGER,PR BRUNO,IBIRAPITANGA,PDT,SUPLENTE,31,0.0,0.0
8773,SANDRA AMORIM DE ALMEIDA,SANDRA AMORIM,SANTA BÁRBARA,PTB,SUPLENTE,31,0.0,87.5
8774,ALINE RODRIGUES DOS SANTOS,ALINE RODRIGUES,PORTO SEGURO,DEM,SUPLENTE,31,0.0,500.0
8775,PAULO FRANCINO DOMINGUES DE OLIVEIRA,PAULO DE JOVE,ANGICAL,PT,NÃO ELEITO,31,0.0,1481.81
8776,JOSE JORGE TAVARES DE ALMEIDA,JORGE COIA,MATA DE SÃO JOÃO,PSDB,SUPLENTE,31,0.0,0.0
8777,DAYSE SILVA  SANTOS,DAYSE SILVA,SIMÕES FILHO,DC,NÃO ELEITO,31,0.0,0.0
8778,LUCYVANY MIRANDA SILVA,VANIA VIGILANTE,REMANSO,PDT,NÃO ELEITO,31,0.0,0.0
8779,JOSÉ CARLOS SILVA CORREIA,CARLOS DO MERCADO CORREIA,UBAITABA,MDB,SUPLENTE,31,0.0,1180.0
8780,GESIVALDO DOS SANTOS DA CONCEIÇÃO,VAL SHREK,ENTRE RIOS,DEM,SUPLENTE,31,0.0,0.0
8781,CRISTÓVÃO ANDRADE AZEVEDO,CRISTOVÃO DO RECANTO,SERRINHA,PT,SUPLENTE,31,0.0,0.0
8782,ARTEMISON IDELJUNIOR NUNES DOS SANTOS,JUNIOR SANTOS,LUÍS EDUARDO MAGALHÃES,PV,NÃO ELEITO,31,0.0,95.0
8783,ALBA SUANE ALVES DA SILVA DOS SANTOS,ALBA SUANE,JUAZEIRO,PDT,SUPLENTE,31,0.0,0.0
8784,BENEDITO TEIXEIRA NATIVIDADE,BIU,VERA CRUZ,PT,NÃO ELEITO,31,0.0,0.0
8785,EDUARDO VASCONCELOS SOARES,DU DA ANTENA,CATU,REDE,NÃO ELEITO,31,0.0,0.0
8786,JOSE CARLOS CARDOSO RIBEIRO,CARLOS DO SALÃO,PRADO,REPUBLICANOS,SUPLENTE,31,0.0,0.0
8787,CLOVIS FRANCISCO DA SILVA,CLOVÃO DE NORBELINO,ANGICAL,PL,SUPLENTE,31,0.0,143.32999999999998
8788,ARIANE NUNES CORDEIRO,ARIANE CORDEIRO,TANQUINHO,PSD,SUPLENTE,31,0.0,0.0
8789,HERONILDES NUNES DA FONSECA,TOQUINHO,ILHÉUS,PDT,SUPLENTE,31,0.0,2000.0
8790,FRANKLIN RODRIGUES BARROSO,FRANKIN BARROSO,JUAZEIRO,PDT,SUPLENTE,31,0.0,0.0
8791,GUSTAVO SANTOS DA FONSECA,GUSTAVO DO JUDÔ,JEQUIÉ,PATRIOTA,NÃO ELEITO,31,0.0,0.0
8792,JOSILANDIA DIAS DE SOUZA OLIVEIRA,JOSY SOUZA,TEIXEIRA DE FREITAS,CIDADANIA,NÃO ELEITO,31,0.0,0.0
8793,JOSELITO DA SILVA PINHEIRO,PASTOR JOSELITO,SERRINHA,REPUBLICANOS,NÃO ELEITO,31,0.0,0.0
8794,MAGNÓLIA BRITO PAIXÃO,PRÓ MAGI,ELÍSIO MEDRADO,PT,SUPLENTE,31,0.0,0.0
8795,JESSICA DE JESUS SANTOS,JESSICA,NILO PEÇANHA,PP,SUPLENTE,31,0.0,0.0
8796,MILEIDE CONCEIÇÃO SANTOS ALMEIDA,MILEIDE ALMEIDA,SIMÕES FILHO,PODE,SUPLENTE,31,0.0,0.0
8797,BETILEN LOPES DA SILVA,BETE LOPES DA EDUCAÇÃO,SANTA LUZIA,PSD,SUPLENTE,31,0.0,543.4200000000001
8798,DULCELIR DIAS DE QUEIROZ DA SILVA,PROFESSORA DULCE QUEIROZ,URUÇUCA,PSD,NÃO ELEITO,31,0.0,370.0
8799,LUCIENE FERREIRA SILVA,LUCIENE FERREIRA,VALENÇA,PT,NÃO ELEITO,31,0.0,0.0
8800,HUILI DE JESUS SANTOS,HUILI DE JESUS,PAULO AFONSO,PTC,NÃO ELEITO,31,0.0,835.0
8801,ANA MARIA OLIVEIRA SANTOS,ANA DA SAÚDE,CABACEIRAS DO PARAGUAÇU,PDT,SUPLENTE,31,0.0,0.0
8802,MÁRIO CELSO PINTO DE SOUZA,MÁRIO,ITAETÉ,PC do B,SUPLENTE,31,0.0,860.0
8803,MARLON MOREIRA DO NASCIMENTO,MARLON MOREIRA,ITACARÉ,REPUBLICANOS,SUPLENTE,31,0.0,75.95
8804,ROSEMARY CRUZ CACHOEIRA DE OLIVEIRA,ROSE DE TOTE,SÃO SEBASTIÃO DO PASSÉ,PL,SUPLENTE,31,0.0,0.0
8805,MANOEL EUZEBIO FIGUEIREDO SAMPAIO,JUNIOR DE MANDUCA,ITACARÉ,PSB,SUPLENTE,31,0.0,300.0
8806,GESSIVALDO JOSÉ DA SILVA,GERSON,BARRA DO MENDES,PODE,SUPLENTE,31,0.0,0.0
8807,MARIA IRANILDE MOREIRA DE OLIVEIRA,IRINHA,SAÚDE,DEM,SUPLENTE,31,0.0,0.0
8808,ALBERTO BERNARDO DOS SANTOS,ALBERTO BERNARDO,ALAGOINHAS,REDE,NÃO ELEITO,31,0.0,0.0
8809,NARA CRISTINA APOLINARIO MACHADO,NARA APOLINARIO,LUÍS EDUARDO MAGALHÃES,PATRIOTA,SUPLENTE,31,0.0,95.0
8810,JOLAN SANTOS MINZÉ,JOLAN DE GUEGA,ARATACA,PL,NÃO ELEITO,31,0.0,0.0
8811,HERCILIA MARIA DE SOUZA CAMPOS SILVA,DRA HERCILIA,UBATÃ,PSD,NÃO ELEITO,31,0.0,0.0
8812,SOLANGE MARIA BISPO,SOLANGE DE ZÉ AUGUSTO,AURELINO LEAL,PT,SUPLENTE,31,0.0,0.0
8813,DIMAS FERREIRA DOS SANTOS ARAUJO,TAPETE,OLINDINA,PODE,NÃO ELEITO,31,0.0,780.0
8814,EDNA DA SILVA NASCIMENTO,DINHA DA COLÔNIA,CARAVELAS,DC,SUPLENTE,31,0.0,261.5
8815,JAMILE GONÇALVES DOS SANTOS DE SOUZA OLIVEIRA,JAMILE PRODUÇÃO,JAGUARIPE,PP,SUPLENTE,31,0.0,0.0
8816,FLAVIA TELES DE MATTOS,FLAVIA MATTOS,ALAGOINHAS,PMN,NÃO ELEITO,31,0.0,0.0
8817,ROBSON RIBEIRO CORREIA,ROBSON KOMBEIRO,GANDU,PDT,SUPLENTE,31,0.0,0.0
8818,ISAIAS SA DE JESUS PARANHOS SANTANA,ISAIAS DO LAVA RÁPIDO,LAURO DE FREITAS,CIDADANIA,SUPLENTE,31,0.0,0.0
8819,REGINALDO SILVA SANTANA,REGI ROUPA NOVA,ITAPICURU,PDT,SUPLENTE,31,0.0,430.0
8820,BENEDITA NEVES DA SILVA,TICA,IRAQUARA,PSD,SUPLENTE,31,0.0,0.0
8821,JOSELITA DO ROSARIO ANDRADE,JÔ,VALENÇA,PMN,NÃO ELEITO,31,0.0,0.0
8822,BENILTON VIEIRA ANDRADE,BIITA,JAGUAQUARA,PSL,NÃO ELEITO,31,0.0,0.0
8823,FABRICIA  RIBEIRO DOS SANTOS,FABRICIA DE DORA,CRISÓPOLIS,SOLIDARIEDADE,NÃO ELEITO,31,0.0,2300.0
8824,CLAUDIO CARLOS DA PAIXÃO,CLAUDIO CACAU,VALENÇA,DEM,SUPLENTE,31,0.0,0.0
8825,RONALDO PINHEIRO DA SILVA,RONALDO DE JANICE,GOVERNADOR MANGABEIRA,REPUBLICANOS,SUPLENTE,31,0.0,0.0
8826,MARIA CONCEIÇÃO SILVA DOS SANTOS,TIA CEIÇA,FEIRA DE SANTANA,PSDB,SUPLENTE,31,0.0,0.0
8827,JULIO CESAR CERQUEIRA ARAUJO,JULIO CERQUEIRA,CONCEIÇÃO DO ALMEIDA,PSD,SUPLENTE,31,0.0,0.0
8828,MAICON SILVA CRUZ,MAICON DE BEIÚ,ACAJUTIBA,PSB,SUPLENTE,31,0.0,0.0
8829,DANILO GALVÃO SOUZA,DANILO GALVÃO,TEIXEIRA DE FREITAS,PROS,NÃO ELEITO,31,0.0,1318.5
8830,ELIONES DE JESUS,LÉO DO BABADO,JACOBINA,PODE,SUPLENTE,31,0.0,582.0
8831,LAURENCIO SANTOS DO ESPIRITO SANTO,DINHO ELETRICISTA,SANTO ANTÔNIO DE JESUS,REPUBLICANOS,SUPLENTE,31,0.0,0.0
